sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	52421	58.14	52315	52291	58	50207	55.68
E10B	62500	30520	48.83	30448	30341	48.55	28292	45.27
E10C	92003	46240	50.26	46062	46021	50.02	43900	47.72
E11A	78819	32811	41.63	32436	32089	40.71	30410	38.58
E11B	87696	44236	50.44	44102	44043	50.22	39958	45.56
E11C	95594	46029	48.15	45839	45561	47.66	41981	43.92
E12A	66702	37309	55.93	37198	37155	55.7	33866	50.77
E12B	99901	55469	55.52	55386	55344	55.4	49891	49.94
E12C	146858	83020	56.53	82896	82847	56.41	73910	50.33
E14A	130829	72843	55.68	72700	72641	55.52	69074	52.8
E14B	84586	49361	58.36	49278	49249	58.22	47035	55.61
E14D	80001	43384	54.23	43232	43061	53.83	41660	52.07
E15A	55934	26346	47.1	26197	26028	46.53	23773	42.5
E15C	90660	44038	48.57	43890	43611	48.1	36811	40.6
E15D	91524	44163	48.25	43999	43875	47.94	36374	39.74
E17A	74993	30371	40.5	30047	29588	39.45	27084	36.12
E17B	39698	16935	42.66	16775	16684	42.03	15810	39.83
E17C	52394	20447	39.03	20228	19905	37.99	17805	33.98
E17D	18688	6671	35.7	6601	6542	35.01	6075	32.51
E19A	62548	31277	50	31123	30947	49.48	29534	47.22
E19B	96491	46357	48.04	46061	45695	47.36	42853	44.41
E19C	109705	47078	42.91	46823	46607	42.48	43990	40.1
E19D	46879	18192	38.81	18114	17999	38.39	16744	35.72
E20A	86810	44498	51.26	44413	44362	51.1	42232	48.65
E20B	107416	58969	54.9	58831	58770	54.71	55507	51.67
E20C	138402	78713	56.87	78572	78539	56.75	75480	54.54
E22A	101194	48472	47.9	48375	48178	47.61	45819	45.28
E22B	144055	80877	56.14	80793	80737	56.05	75877	52.67
E22D	78502	39655	50.51	39541	39396	50.18	36844	46.93
E23B	86891	37208	42.82	37084	36882	42.45	34815	40.07
E23C	93865	51845	55.23	51789	51751	55.13	49591	52.83
E23D	154959	86850	56.05	86694	86641	55.91	82973	53.55
E24A	135722	57165	42.12	56936	56632	41.73	52179	38.45
E24B	75745	27909	36.85	27782	27698	36.57	24121	31.85
E24C	86781	46026	53.04	45949	45935	52.93	41968	48.36
E6A	127636	69609	54.54	69319	69096	54.14	66002	51.71
E6B	69684	38223	54.85	38039	37889	54.37	36326	52.13
E6D	52666	21361	40.56	21220	20205	38.36	18308	34.76
L10A	77831	43053	55.32	42992	42980	55.22	39166	50.32
L10B	97025	49885	51.41	49846	49801	51.33	44511	45.88
L10C	147240	76001	51.62	75897	75841	51.51	66496	45.16
L10D	91473	49771	54.41	49717	49679	54.31	43942	48.04
L11A	90428	44675	49.4	44589	44426	49.13	40890	45.22
L11B	137382	74147	53.97	74066	74049	53.9	63132	45.95
L11C	137500	73356	53.35	73270	73162	53.21	64578	46.97
L11D	104055	54361	52.24	54206	54137	52.03	49198	47.28
L12A	144574	73439	50.8	73348	73309	50.71	65815	45.52
L12B	111882	60962	54.49	60906	60849	54.39	56768	50.74
L12C	128798	67964	52.77	67888	67715	52.57	62164	48.26
L12D	86194	41900	48.61	41850	41828	48.53	38993	45.24
L14A	117793	66005	56.03	65935	65870	55.92	62007	52.64
L14B	85586	43411	50.72	43352	43317	50.61	40128	46.89
L14C	113203	56990	50.34	56930	56917	50.28	53336	47.12
L14D	90326	49713	55.04	49642	49632	54.95	47315	52.38
L15A	102407	52375	51.14	52278	52212	50.98	50080	48.9
L15B	104089	42991	41.3	42937	42843	41.16	39305	37.76
L15C	146321	83357	56.97	83285	83177	56.85	79741	54.5
L17A	110582	61268	55.41	61188	61119	55.27	53875	48.72
L17B	109557	60246	54.99	60161	60103	54.86	53164	48.53
L17C	98384	55076	55.98	55002	54839	55.74	50299	51.13
L17D	117175	67610	57.7	67514	67472	57.58	61604	52.57
L19A	129456	66993	51.75	66888	66835	51.63	58739	45.37
L19B	90405	51794	57.29	51755	51729	57.22	46319	51.23
L19C	99903	53157	53.21	53127	53034	53.09	47754	47.8
L19D	119597	64893	54.26	64815	64744	54.14	58602	49
L20A	94262	53130	56.36	53082	53047	56.28	50010	53.05
L20B	120645	68889	57.1	68819	68787	57.02	64388	53.37
L20CD	97497	47864	49.09	47746	47668	48.89	44465	45.61
L22A	127934	74057	57.89	73994	73938	57.79	69488	54.32
L22B	71259	38709	54.32	38581	38539	54.08	36171	50.76
L22C	87257	44764	51.3	44643	44561	51.07	40508	46.42
L22D	93790	53881	57.45	53794	53630	57.18	50146	53.47
L23A	119613	70935	59.3	70885	70808	59.2	67439	56.38
L23D	98685	51699	52.39	51659	51641	52.33	49023	49.68
L24A	113095	67263	59.47	67183	67074	59.31	63993	56.58
L24B	86161	48013	55.72	47934	47869	55.56	45643	52.97
L6A	104665	55829	53.34	55754	55733	53.25	49009	46.82
L6B	83669	45281	54.12	45220	45208	54.03	39528	47.24
L6C	121031	66223	54.72	66119	66090	54.61	61000	50.4
L6D	88905	42835	48.18	42791	42771	48.11	40355	45.39
